trip,date,plot,plantID,code,genus,epithet,page,cii,lblade,phylotax,phylotax2,growth,btype,d10,d10h,dbh,dbhh,d1b,s1bh,sh,cmax,cmean,cmin,cd1,cd2,nl,np,lhm,ldm,rhs,rhf,phm,pdm,tl,td,tv,ttype,thm,tdm,il1,il2,il3,il4,il5,tl1,tl2,tl3,tl4,tl5,canopy,sf,obs,count.,check.ID.,dbh0
2,30-07-2016,500X280,212551,NAUCAL,Naucleopsis,caloneura,1,2,simple,alternate,distic,cont,horizontal,2380,10,1773,-10,1173,152,165,203,160,157,152,108,5,5,1143,511,1000,2119,59,17,101,654,344,branch,383,183,15.117,15.751,16.787,17.19,16.456,9.1297,9.5471,10.54,11.677,12.555,,N ,"liana com folhagem no topo da copa; folhas podem ter ficado for a da agua, e portanto podem nao ter rehidratado apropriadamente; luz:b-file",yes,,16
2,30-07-2016,500X280,212748,PROHEB,Protium,hebetatum,2,1.5,odd-pinnate,alternate,spiral,cont,vertical,2774,10,1923,-10,2002,-4,252,271,252,25,95,80,1,1,437,225,1000,1900,88,38,95,647,299,branch,325,171,2.344,2.4736,2.6319,2.6463,2.4016,1.4948,1.7683,1.6387,1.3796,1.9122,,N ,ramos inclinados a 90 graus,yes,,17
2,30-07-2016,500X280,212789,DUGFLA,Duguetia,flagellaris,2,1,simple,alternate,distic,cont,horizontal,3370,10,2741,-10,2592,-4,255,263,116,16,177,131,5,5,456,207,1000,1952,11,3,102,580,266,branch,289,131,2.0274,1.9986,1.9842,1.8402,1.9554,0.93344,1.1206,1.0198,1.1925,0.73193,,N ,amostra pode ter ficado for a da agua durante rehidratacao,yes,,21
2,30-07-2016,500X280,212782,PRODEC,Protium,decandrum,2,1,odd-pinnate,alternate,spiral,cont,vertical,1942,70,1510,-10,828,163,170,191,179,158,104,88,1,1,932,433,1000,1739,301,128,100,293,80,petiole,92,38,1.8259,1.8115,1.8259,1.869,1.8115,1.3653,1.1206,1.2645,1.5092,1.5236,,N ,rehidratada sem corte,yes,,13
2,30-07-2016,500X280,212715,POUsp,Pouteria,sp.,2,1,simple,alternate,spiral,cont,both,2905,10,2016,-10,1423,47,159,173,123,72,132,137,5,5,575,307,1000,2030,42,17,92,547,220,branch,272,158,0.38647,0.41526,0.31451,0.40087,0.37208,0.3289,0.35769,0.3289,0.28572,0.27132,,N ,liana com algumas folhas no meio da copa (removida); identificada originalmente como Minquartia guianensis,yes,checked,18
2,30-07-2016,500X280,212711,POUcfANO,Pouteria,cf. anomala,2,2,simple,alternate,spiral,cont,up-arched,2149,10,1687,-10,1253,119,170,179,150,134,181,128,5,5,380,215,1000,2020,18,8,89,474,185,branch,205,120,0.45844,0.47284,0.48723,0.41526,0.40087,0.34329,0.30011,0.24254,0.24254,0.35769,,N ,ramos arqueados para cima,yes,,11
2,30-07-2016,500X280,212704,AMPLON,Amphirrhox,longifolia,2,2,simple,alternate,spiral,cont,vertical,2247,10,1582,-10,2139,-62,112,125,74,-38,171,98,5,5,691,262,1000,2025,34,11,88,620,298,branch,336,178,0.53041,0.48723,0.27132,0.47284,0.47284,0.21375,0.3289,0.31451,0.27132,0.37208,,N ,ramos inclinados entre 30 e 45 graus; luz:A+B file,yes,,11
2,30-07-2016,500X280,212696,PROTRI,Protium,trifoliolatum,2,3,odd-pinnate,alternate,distic,cont,horizontal,2382,10,1651,-10,1649,51,212,232,174,46,140,130,1,1,327,161,1000,1827,29,12,99,463,164,branch,174,105,0.70314,0.68874,0.61677,0.68874,0.68874,0.44405,0.42966,0.42966,0.57359,0.40087,,N ,liana com algumas folhas grandes no topo (removida); checar ID; luz:b-file,yes,YES,11
2,30-07-2016,500X280,212813,TOVcfCAL,Tovomita,cf. caloneura,3,1.5,simple,opposite,cruzada,cont,vertical,2097,10,1638,-10,1725,15,124,160,99,38,157,121,5,5,2025,514,1000,1748,183,44,95,644,312,branch,384,208,1.7683,1.5668,1.4516,1.2933,1.7539,0.68874,0.57359,0.35769,1.063,0.57359,,N ,ramos inclinados cerca de 30 graus; ramo com latex laranja; luz: last meas. Dropped,yes,,13
2,30-07-2016,500X280,212853,HENCAU,Henriettella,caudata,3,1.5,simple,opposite,cruzada,cont,vertical,2121,10,1820,-10,1903,-77,209,246,163,-63,199,240,5,5,650,237,1000,1832,42,12,96,433,137,branch,172,91,1.7683,1.7539,2.0274,1.9266,2.0993,0.97662,1.2357,1.063,1.1062,1.3653,,N ,ramos inclinados cerca de 30 graus,yes,,10
2,30-07-2016,500X280,212843,TABMUR,Tabernaemontana,muricata,3,1.5,simple,opposite,NA,cont,vertical,2133,10,1672,-10,1377,55,109,119,104,86,103,77,4,4,3529,1662,1000,1725,245,54,107,650,400,branch,418,147,1.8259,1.9266,2.0418,2.0274,1.8259,0.99101,0.74632,0.90465,0.74632,1.3653,,N ,Ramos inclinados cerca de 60 graus; com flor; pares de folhas inserem-se na mesma posicao (sem alternancia); latex branco abundante; ramo retangular,yes,,12
2,30-07-2016,500X280,212848,PAUMAC,Pausandra,macropetala,3,1,simple,alternate,spiral,cont,without,1841,10,1287,-10,1145,65,101,132,92,66,96,87,2,2,1764,813,1000,1735,174,66,81,350,115,petiole,99,39,1.9122,1.8115,1.5092,1.4516,1.7395,0.87586,0.81829,0.61677,0.70314,0.68874,,N ,rehidratada sem corte,yes,,10
2,30-07-2016,500X280,212835,RINAMA,Rinorea,amapensis,3,1.5,simple,opposite,distic,cont,horizontal,2188,30,1585,-10,1185,115,172,198,154,78,188,209,5,5,314,123,1000,1837,11,3,94,399,106,branch,137,68,2.0274,2.2577,2.2865,2.2289,1.9554,1.1925,1.2069,1.3077,1.1637,0.93344,,N ,com flor; apresenta tiers,yes,,12
2,30-07-2016,500X280,212732,ESCWAC,Eschweilera,wachenheimii,3,1.5,simple,alternate,distic,cont,both,2590,10,1917,-10,2069,16,277,295,134,-20,191,163,5,5,254,113,1000,2013,9,4,99,497,172,branch,226,143,3.0349,2.8766,2.9917,2.7614,2.8622,1.3077,1.3796,1.6531,1.5812,1.1637,,N ,luz: last meas. Dropped,yes,,14
2,30-07-2016,500X280,212744,ZYGJUR,Zygia,juruana,3,1,geminate-pinnate,alternate,spiral,cont,vertical,2009,10,1439,-10,1183,138,258,268,202,134,73,73,1,1,2101,996,1000,1810,242,106,93,248,70,petiole,71,31,2.891,2.963,2.819,2.7902,2.7183,1.7683,1.5668,1.5956,1.1925,1.1925,,N ,ramos inclinados cerca de 45 graus,yes,,12
2,30-07-2016,500X280,212563,UNODUC,Unonopsis,duckei,4,1,simple,alternate,distic,cont,horizontal,2473,10,1633,-10,1764,32,126,142,117,34,194,127,4,4,633,349,1000,2008,20,9,100,682,328,branch,372,202,1.3221,1.2933,1.135,1.2213,1.3365,0.74632,0.71753,0.76071,0.61677,0.63117,,N ,ao lado de uma arvore media,yes,,16
2,30-07-2016,500X280,212577,ESCTRU,Eschweilera,truncata,4,1,simple,alternate,distic,cont,horizontal,2953,10,2475,-10,1708,234,243,257,227,226,176,144,5,5,2245,1054,1000,1928,94,35,106,520,266,branch,321,143,2.0849,2.4736,2.2865,2.0993,2.2865,1.2069,1.1637,0.83268,0.84708,0.81829,,N ,apice do caule curvo,yes,,22
2,30-07-2016,500X280,212581,GUAOLI,Guatteria,olivacea,4,1,simple,alternate,distic,cont,horizontal,2368,10,1669,-10,1456,129,233,249,222,151,213,164,5,5,371,132,1000,2036,10,2,91,362,103,branch,120,53,2.1425,2.2577,1.9122,1.7539,2.013,1.2645,1.3365,1.1781,0.89026,1.135,,N ,,yes,,13
2,30-07-2016,500X280,212608,ESCCOR,Eschweilera,coriacea,4,1.5,simple,alternate,distic,cont,horizontal,2007,10,1447,-10,1368,45,152,189,97,55,171,132,5,5,769,373,1000,2128,43,18,92,491,165,branch,196,101,1.5236,1.4948,1.4516,1.5668,1.538,0.94783,0.87586,0.84708,0.84708,0.99101,,N ,,yes,,10
2,30-07-2016,500X280,212603,SIPCUS,Siparuna,cuspidata,4,1.5,simple,opposite,distic,cont,horizontal,2816,10,2277,-10,2191,19,279,304,215,5,261,176,5,5,425,136,1000,2115,13,4,105,558,235,branch,285,148,1.8402,2.0274,2.0274,2.0705,2.2433,0.90465,1.1206,0.87586,0.67435,1.0342,,N ,liana com algumas folhas grandes no meio da copa (removida),yes,,15
2,30-07-2016,500X280,212609,DYScfBRA,Dystovomita,cf. brasiliensis,4,1,simple,opposite,cruzada,cont,vertical,1717,10,1311,-10,1085,21,35,55,31,14,88,60,4,4,2901,1011,1000,2045,255,64,100,695,379,branch,434,174,1.2789,1.3509,1.4372,1.2645,1.1637,0.34329,0.30011,0.54481,0.51602,0.41526,,N ,,yes,,11
2,30-07-2016,500X280,212814,ESCROM,Eschweilera,romeu-cardosoi,4,1,simple,alternate,distic,cont,both,2503,60,2035,-10,1912,147,258,309,221,139,197,164,5,5,807,391,1000,1819,23,10,85,752,334,branch,395,221,1.7827,1.7395,1.7827,1.7683,1.4948,1.063,1.0198,1.0918,1.1493,1.1062,,N ,ramos inclinados cerca de 45 graus,yes,,17
2,30-07-2016,520X280,222361,DUGAST,Duguetia,asterotricha,5,1,simple,alternate,distic,cont,horizontal,2092,88,1845,-10,1688,58,173,216,104,43,110,97,5,5,1111,501,1000,1754,78,23,90,618,303,branch,304,109,2.256,2.184,2.256,2.3279,2.3279,1.4787,1.4067,1.3491,1.3635,1.781,,N ,com flor; checar ID (parece DUGAST; a flor eh a mesma),yes,checked,14
2,30-07-2016,520X280,222360,ZYGcfRAC,Zygia,cf. racemosa,5,1,bipinnate,alternate,distic,cont,both,3676,10,1942,-10,2735,-56,151,178,105,-28,212,151,3,3,999,471,1000,1907,142,58,80,563,127,branch,166,86,1.9266,1.9986,2.0705,2.1857,2.1281,1.3509,1.1493,1.6963,1.7971,1.1781,,N ,pseudistica; folhagem junta muita sujeira (folhas secas de outras plantas); luz:b-file,yes,,20
2,30-07-2016,520X280,222336,CALcfaffBRA,Calophyllum,cf. aff.brasiliense.PFRD,5,1,simple,opposite,distic,cont,horizontal,2403,10,1954,-10,1475,123,234,248,196,103,134,142,5,5,845,339,1000,1847,47,15,99,633,303,branch,352,193,1.6514,1.4787,1.4931,1.6082,1.8097,1.2916,1.2772,1.2484,1.2052,1.3204,,N ,latex branco,yes,,18
2,30-07-2016,520X280,222341,ESCPED,Eschweilera,pedicellata,5,1,simple,alternate,distic,cont,horizontal,3353,25,2436,-10,2426,50,251,289,209,57,229,166,5,5,261,118,1000,1957,6,2,91,560,234,branch,277,165,1.9537,1.8673,2.0113,1.8673,1.9825,1.5507,1.6802,1.5651,1.8097,1.9105,,N ,"sem placa, mas no lugar certo; amostra pode ter ficado for a da agua; luz: 1 extra meas. Dropped",yes,,22
2,30-07-2016,520X280,222418,THESYL,Theobroma,sylvestre,5,1.5,simple,alternate,distic,rhitmic,horizontal,2363,10,1756;1126,-10,984,31,75,79,55,23,124,109,5,5,1035,495,1000,1800,80,22,97,413,144,branch,153,64,3.3067,3.4506,3.3067,3.134,3.0044,1.4499,2.0976,1.3204,1.4643,1.4643,,N ,quebra e rebroto a 1.3 m; 17.56->11.26,yes,,17
2,30-07-2016,520X280,222321,LICHET,Licania,heteromorpha,5,1,simple,alternate,distic,cont,down-arched,1433,10,1327,-10,1023,124,124,138,128,116,121,109,5,5,903,476,1000,1853,46,18,90,487,167,branch,197,110,2.9181,3.0332,3.0044,2.9181,3.0044,1.8241,1.9537,2.3567,2.256,2.0544,,N ,pseudodistica; ramos arqueados para baixo,yes,,10
2,2/8/16,400X440,164640,PAUMAC,Pausandra,macropetala,1,2,simple,alternate,spiral,cont,without,2120,10,1367,-10,1167,92,147,170,132,94,106,76,2,2,2238,1110,930,1933,155,61,59,340,86,petiole,78,32,2.1819,1.8796,1.3903,1.6062,1.3327,0.72814,0.67057,0.71375,0.87208,0.72814,,N ,seiva vermelha; rehidratada sem corte,yes,,10
2,2/8/16,400X460,164820,NAUCAL,Naucleopsis,caloneura,1,2,simple,alternate,distic,cont,horizontal,3669,10,2929,-10,2630,57,197,204,151,53,243,236,3,3,1744,822,930,1911,119,36,88,758,431,branch,457,213,1.6493,1.8365,2.3834,1.7789,1.8077,0.51224,0.95845,0.72814,0.85769,0.75693,,N ,latex branco,yes,,15
2,2/8/16,400X460,164809,SORMUR,Sorocea,muriculata,1,2,simple,alternate,both,cont,vertical,1478,80,1214,-10,1311,6,109,128,80,0,106,73,5,5,135,64,930,1713,NA,NA,89,305,74,branch,90,50,1.5486,1.6781,1.9372,2.0812,1.966,0.55542,0.58421,0.8289,0.49784,0.58421,,N ,Ramos inclinados cerca de 60 graus; sem placa mas no lugar certo; ramo coletado era verde; luz:2 extra meas. Dropped,yes,,13
2,2/8/16,400X460,164737,MICSCL,Micrandropsis,scleroxylon,1,1,simple,alternate,distic,cont,horizontal,2067,10,1649,-10,1209,141,253,254,212,48,149,109,5,5,1071,531,930,1700,60,22,96,466,166,branch,188,93,1.088,1.0448,0.90087,1.0448,1.0016,0.58421,0.69936,0.75693,0.81451,1.016,,N ,perdeu um ramo lateral; peciolo com pulvino; apice do caule arqueado,yes,yes,15
2,2/8/16,400X460,164748,ESCWAC,Eschweilera,wachenheimii,1,1,simple,alternate,spiral,cont,vertical,1938,10,1264,-10,1365,-27,151,156,103,-12,98,104,5,5,204,92,930,1637,6,2,96,426,138,branch,155,79,1.0205,1.1932,1.0925,0.91976,0.86219,0.91976,0.86219,0.96294,0.89098,0.67507,,N ,ramos inclinados cerca de 30 graus; luz:b-file,yes,,13
2,2/8/16,400X460,164749,THESYL,Theobroma,sylvestre,1,1.5,simple,alternate,distic,rhitmic,horizontal,1646,10,888,-10,681,71,94,121,88,85,85,85,5,5,933,414,930,1618,72,17,86,459,135,branch,147,63,1.1069,1.3084,1.0349,1.0205,0.97734,0.80461,0.70386,0.47355,0.93416,0.86219,,N ,,yes,,12
2,2/8/16,400X460,164840,PROTRI,Protium,trifoliolatum,1,1,odd-pinnate,alternate,distic,cont,horizontal,2651,10,2220,-10,2097,62,368,393,240,68,200,197,1,1,246,135,930,1630,17,8,89,580,240,branch,269,153,3.2183,3.2471,3.0887,3.2183,3.1751,2.0668,1.8509,1.635,1.8077,1.016,,N ,pseudodistica; luz:A+B files,yes,,10
2,2/8/16,400X460,164914,OURDIS,Ouratea,discophora,2,1.5,simple,alternate,distic,cont,horizontal,2302,10,2025,-10,1852,175,259,313,250,167,189,118,5,5,2280,1077,930,1624,98,40,106,610,364,branch,414,235,2.3978,2.4122,2.4698,2.5274,2.513,1.1024,1.3615,1.0448,0.98723,1.3615,,N ,,yes,,13
2,2/8/16,400X460,164846,POURET,Pouteria,reticulata,2,1.5,simple,alternate,both,cont,horizontal,2132,10,1506,-10,1149,118,146,161,136,130,104,62,4,4,3509,1710,930,1926,267,89,100,730,500,branch,572,307,1.2175,1.3039,1.2319,1.5054,1.419,0.58421,0.68496,0.41148,0.41148,0.56981,,N ,latex branco,yes,,11
2,2/8/16,400X460,164852,ZYGJUR,Zygia,juruana,2,1,geminate-pinnate,alternate,both,cont,down-arched,2747,10,2063,-10,1534,119,303,335,234,115,110,84,1,1,1019,513,930,1652,173,74,99,504,206,branch,237,139,3.8516,4.197,3.4774,3.3334,2.8008,0.95845,0.5986,0.65618,0.62739,0.78572,,N ,pseudodistica; luz:b-file,yes,,13
2,2/8/16,400X460,164872,AMPLON,Amphirrhox,longifolia,2,1,simple,alternate,both,cont,both,2256,30,1413,-10,1439,29,122,160,114,61,85,138,5,5,801,307,930,1717,81,23,103,396,150,branch,172,75,1.3615,1.2175,1.1887,0.97284,0.88648,1.0016,0.74254,0.54103,0.54103,0.95845,,N ,ramos inclinados cerca de 45 graus; peciolo com pulvino,yes,,12
2,2/8/16,400X460,164866,RINAMA,Rinorea,amapensis,2,1,simple,opposite,distic,rhitmic,horizontal,2728,10,1971,-10,1967,82,265,265,225,111,214,140,5,5,216,78,930,1710,12,NA,94,717,380,branch,431,229,1.8221,1.6925,1.3039,1.491,1.4047,0.98723,0.94405,0.91526,1.016,1.0592,,N ,tiers com ate 5 ramos,yes,,17
2,2/8/16,400X460,164889,RYASPE,Ryania,speciosa,2,2,simple,alternate,distic,cont,horizontal,1972,20,1287,-10,1447,-9,115,121,84,32,163,152,5,5,676,314,930,1814,20,7,88,396,128,branch,148,72,2.1099,2.0092,2.1243,1.7789,1.9084,0.58421,0.65618,0.61299,0.88648,0.58421,,N ,"bifurca na base, mas fuste maior morreu",yes,,20
2,2/8/16,400X460,164956,RINRAC,Rinorea,racemosa,2,2,simple,opposite,distic,cont,horizontal,2841,10,2321,-10,2130,97,331,364,318,105,142,190,5,5,892,382,930,1842,40,12,96,509,216,branch,248,127,1.8365,1.7933,1.7789,1.7645,1.8077,0.80011,0.88648,0.68496,1.0304,1.2607,,N ,,yes,,10
2,2/8/16,400X460,164957,PROOPA,Protium,opacum,3,2,odd-pinnate,alternate,spiral,cont,vertical,2564,10,2186,-10,1632,135,261,295,249,133,129,134,1,1,1572,749,930,1920,520,288,82,440,182,petiole,187,75,1.9804,1.9516,2.0092,2.0236,2.0092,1.088,0.65618,0.67057,0.56981,0.74254,,N ,base do peciolo usada como twig; ramos inclinados a cerca de 45 graus; base do peciolo engrossada,yes,,10
2,2/8/16,400X460,164968,DUGFLA,Duguetia,flagellaris,3,1,simple,alternate,distic,cont,horizontal,1946,10,1395,-10,1471,-15,120,122,76,-13,125,70,5,5,543,242,930,1645,16,7,87,521,232,branch,251,115,0.72814,0.71375,0.80011,0.78572,0.71375,0.54103,0.55542,0.58421,0.58421,0.5986,,N ,,yes,,13
2,2/8/16,400X460,164924,GOUGLA,Goupia,glabra,3,3,simple,alternate,distic,cont,horizontal,1923,10,1433,-10,837,122,191,196,181,125,173,126,10,10,552,249,930,1830,21,8,100,417,129,branch,150,83,2.1963,2.1243,2.1963,2.0236,2.2251,1.3183,1.2319,1.3471,1.3903,1.5054,,N ,luz: 2 extra meas. Dropped,yes,,11
2,2/8/16,400X480,165388,TABMUR,Tabernaemontana,muricata,3,1,simple,opposite,distic,cont,horizontal,1844,10,1282,-10,1080,45,84,89,65,43,126,59,2,2,994,327,930,1722,39,10,94,714,465,branch,444,184,0.75693,0.75693,0.72814,0.78572,0.81451,0.72814,0.67057,0.64178,0.71375,0.52663,,N ,ramos inclinados cerca de 30 graus; folhas e caule com latex branco abundante,yes,,12
2,2/8/16,400X480,165379,CASJAV,Casearia,javitensis,3,1,simple,alternate,distic,cont,horizontal,2491,10,2213,-10,987,273,322,321,329,285,180,143,5,5,1008,473,930,1836,31,11,95,462,184,branch,218,112,0.88648,0.91526,0.81451,0.97284,1.1168,0.65618,0.56981,0.62739,0.61299,0.58421,,N ,,yes,,20
2,2/8/16,400X480,165380,ERIFUS,Erisma,fuscum,3,1,simple,opposite,distic,cont,down-arched,2063,10,1212,-10,2191,-67,111,145,88,-53,156,94,5,5,235,129,930,1705,16,5,88,443,157,branch,183,96,0.62739,0.88648,0.78572,0.78572,0.72814,0.51224,0.48345,0.54103,0.54103,0.51224,,N-PL ,apice do caule curvo; pseudodistica,yes,,11
2,2/8/16,400X480,165370,SIPDEC,Siparuna,decipiens,3,1,simple,opposite,cruzada,cont,vertical,3180,10,1936,-10,1525,116,180,202,172,119,148,164,5,5,1207,334,930,1855,67,17,99,552,269,branch,286,112,0.64178,0.62739,0.68496,0.77133,0.68496,0.67057,0.75693,0.61299,0.61299,0.5986,,N ,ramos inclinados cerca de 45 graus,yes,,19
2,2/8/16,400X480,165322,ESCCOR,Eschweilera,coriacea,4,1,simple,alternate,distic,cont,horizontal,1583,10,1302,-10,1156,104,182,201,179,93,140,91,5,5,1114,593,930,1850,52,22,90,567,194,branch,221,122,0.75693,0.77133,0.8289,0.74254,0.78572,0.56981,0.55542,0.58421,0.65618,0.74254,,N ,,yes,,13
2,2/8/16,400X480,165234,LICHET,Licania,heteromorpha,4,1,simple,alternate,both,cont,both,1663,10,1451,-10,1082,74,102,143,117,90,165,87,5,5,380,175,930,1643,11,6,99,540,215,branch,258,147,0.72814,0.67057,0.72814,0.74254,0.62739,0.45466,0.46906,0.5986,0.45466,0.42587,,N ,,yes,,13
2,2/8/16,400X480,165239,CHRcfSPA,Chrysophyllum,cf. sparsiflorum,4,1,simple,alternate,distic,cont,vertical,1794,10,1241,-10,1060,60,91,113,91,65,175,84,5,5,728,247,930,1847,19,4,98,607,296,branch,327,170,0.68496,0.67057,0.69936,0.62739,0.71375,0.49784,0.46906,0.51224,0.52663,0.46906,,N ,ramos inclinados cerca de 45 graus; com latex branco abundante,yes,,12
2,2/8/16,400X480,165247,POUHIS,Pouteria,hispida,4,1,simple,alternate,spiral,cont,horizontal,1648,10,1222,-10,1102,76,203,222,194,79,68,80,5,5,570,265,930,1810,18,7,98,427,141,branch,164,94,0.58421,0.62739,0.65618,0.51224,0.65618,0.55542,0.52663,0.52663,0.51224,0.56981,,N ,,yes,,12
2,2/8/16,400X480,165276,ESCGRA,Eschweilera,grandiflora,4,1,simple,alternate,distic,cont,vertical,2375,10,1650,-10,1592,21,130,155,109,59,130,112,5,5,1516,688,930,1818,91,35,94,615,281,branch,314,139,0.71375,0.75693,0.61299,0.61299,0.5986,0.51224,0.56981,0.39709,0.51224,0.48345,,N ,apice do caule curvo,yes,,13
2,2/8/16,400X480,165132,AMACOR,Amaioua,corymbosa,4,1,simple,opposite,cruzada,rhitmic,horizontal,2819,10,1540,-10,1475,29,131,139,104,33,144,91,3,3,1558,695,930,1903,67,22,87,493,162,branch,188,96,0.35391,0.33951,0.39709,0.45466,0.39709,0.22436,0.49784,0.48345,0.29633,0.45466,,N-P ,,no,,13
2,2/8/16,400X480,165084,TRIcfSEP,Trichilia,cf. septentrionalis,4,1.5,odd-pinnate,alternate,spiral,cont,without,2461,10,1728,-10,1370,112,140,169,142,65,149,125,0.5,1,1150,452,930,1915,677,307,88,456,228,petiole,230,79,0.55542,0.54103,0.58421,0.56981,0.58421,0.28194,0.28194,0.28194,0.22436,0.26754,,N-P ,peciolo engrossado no base,yes,,17
2,2/8/16,400X480,165224,PROHEB,Protium,hebetatum,5,1,odd-pinnate,alternate,spiral,cont,both,2824,10,2248,-10,1455,199,233,259,222,198,150,110,0.5,1,418,239,930,1822,243,124,92,595,306,branch,363,199,0.64178,0.62739,0.65618,0.68496,0.58421,0.3683,0.42587,0.31072,0.33951,0.33951,,N ,,yes,,18
2,2/8/16,400X480,165255,MEZDUC,Mezilaurus,duckei,5,1,simple,alternate,spiral,cont,both,2285,10,1620,-10,1614,37,187,207,151,107,103,89,3,3,1569,787,930,1907,73,24,89,767,498,branch,564,246,0.58421,0.51224,0.55542,0.62739,0.5986,0.71375,0.56981,0.46906,0.44027,0.5986,,N ,,yes,,17
3,3/8/16,,151480,ESCCOR,Eschweilera,coriacea,1,2.5,simple,alternate,distic,cont,both,2896,10,1883,-10,1776,58,226,245,135,65,176,88,5,5,2112,1003,1100,2044,138,52,890,651,267,branch,305,134,73.488,74.525,75.691,73.56,72.179,36.194,24.276,34.956,30.451,47.364,,N ,,yes,,12
3,3/8/16,,161233,LECcfGRA,Lecythis,cf. gracieana,1,1.5,simple,alternate,both,cont,horizontal,1836,10,1176,-10,1129,19,95,120,88,27,120,72,5,5,371,157,1100,1957,16,5,96,496,173,branch,195,100,39.145,36.885,38.44,40.095,42.197,21.8,31.156,39.289,30.005,41.059,,N ,luz: first meas. Dropped,yes,,11
3,3/8/16,,161235,CASJAV,Casearia,javitensis,1,1.5,simple,alternate,distic,cont,horizontal,1463,10,1201,-10,875,113,164,164,143,117,124,103,5,5,385,163,1100,1940,7,2,105,375,114,branch,144,78,46.256,50.444,53.942,48.299,46.342,20.289,23.254,19.771,18.562,20.289,,N ,,yes,,11
3,3/8/16,,161236,RINGUI,Rinorea,guianensis,1,1.5,simple,alternate,distic,cont,both,2667,10,1948,-10,1617,107,266,299,130,114,180,140,5,5,610,193,1100,2007,24,7,107,626,320,branch,364,176,72.337,70.826,67.933,69.026,74.496,26.003,29.386,36.914,32.754,25.384,,N ,,yes,,13
3,3/8/16,,161239,PARORM,Paramachaerium,ormosoides,1,1.5,alternipinnate,alternate,distic,cont,horizontal,1722,10,1275,-10,1344,19,130,158,114,28,177,168,3,3,896,405,1100,2040,130,55,100,519,214,branch,222,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,coletada um dia depois; apice do caule curvo,yes,,10
3,3/8/16,,161244,AMPLON,Amphirrhox,longifolia,1,1,simple,alternate,spiral,cont,both,2101,60,1467,-10,1208,58,158,170,110,69,117,115,5,5,1105,389,1100,2040,63,21,97,550,244,branch,269,133,24.405,25.01,26.795,25.946,25.514,18.576,13.74,18.49,21.34,15.524,,N ,,yes,,12
3,3/8/16,,161243,POUcfPLA,Pouteria,cf. platyphylla,1,1,simple,alternate,spiral,cont,both,2967,30,2066,-10,2009,134,223,248,176,159,216,146,5,5,1646,757,1100,1935,197,62,103,697,423,branch,474,246,31.415,28.709,28.752,30.883,31.962,21.44,19.943,18.562,19.252,21.483,,N ,caule sinuoso,yes,,19
3,3/8/16,,161247,EUGcfSP1,Eugenia,cf. sp.1.PFRD,2,1,simple,opposite,distic,cont,arched,2156,10,1457,-10,1359,19,119,157,109,56,112,107,8,8,429,161,1100,2000,10,NA,107,574,253,branch,295,158,30.537,30.091,28.378,31.761,30.811,18.49,15.409,21.411,22.059,23.714,,N ,primeira bifurcacao desconsiderada por ter so 3 folhas e estar quebrada; apice do caule termina em um tier com 3 ramos,yes,,12
3,3/8/16,,161283,LICCAN,Licaria,cannella,2,1,simple,alternate,spiral,cont,horizontal,2209,10,1667,-10,1115,157,233,236,201,158,101,53,5,5,601,270,1100,1908,47,14,83,605,213,branch,244,132,25.183,24.736,26.449,25.571,21.757,17.424,19.9,19.18,20.634,17.799,,N ,,yes,,15
3,3/8/16,,161285,INGcfGRA,Inga,cf. gracilifolia,2,1,even-pinnate,alternate,distic,cont,horizontal,2835,10,2028,-10,1616,132,252,276,217,137,186,162,3,3,239,95,1100,1946,39,14,102,390,156,branch,184,99,32.192,32.077,31.876,30.494,30.062,18.921,18.317,16.791,16.532,19.929,,N ,apice do caule curvo,yes,,18
3,3/8/16,,161462,POUcfFIL,Pouteria,cf. filipes,2,2.5,simple,alternate,spiral,cont,vertical,2132,10,1628,-10,917,180,237,254,216,214,79,85,3,3,983,468,1100,1834,65,25,116,526,265,branch,301,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,coletada depois,yes,,15
3,3/8/16,,161464,PROcfROB,Protium,cf. robustum,2,2.5,odd-pinnate,alternate,spiral,cont,without,1867,10,1342,-10,757,184,186,201,184,185,104,71,0.5,1,1135,529,1100,2047,122,169,98,441,203,petiole,189,74,31.652,32.098,34.487,35.423,34.199,17.934,21.101,25.419,20.094,30.99,,N ,copa com apenas tres folhas,yes,,14
3,3/8/16,,161455,MYRcfPAI,Myrcia,cf. paivae,2,2,simple,opposite,distic,cont,horizontal,1983,10,1617,-10,1837,-42,192,210,160,-43,95,71,7,7,193,96,1100,1841,4,NA,105,361,126,branch,129,57,23.087,22.641,19.144,18.194,24.153,21.072,16.51,19.978,16.984,20.914,,N ,caule com cortica,yes,,17
3,3/8/16,,161641,COUcfCAN,Couepia,cf. canomensis,2,1,simple,alternate,distic,cont,vertical,1911,10,1360,-10,1245,32,123,131,113,49,101,97,5,5,492,253,1100,1904,33,13,91,604,238,branch,282,161,10.392,11.184,12.609,16.51,18.568,9.1831,9.0536,10.997,10.047,12.638,,N ,,yes,,12
